,id,name,teamId,position,minutes,goals_scored,assists,saves,clean_sheets,goals_conceded,penalties_saved,yellow_cards,red_cards,creativity,total_points,points_per_game,value_season,selected_by_percent,now_cost
0,1,Mesut Özil,Arsenal,Midfielder,1439,1,3,0,5,20,0,1,0,582.9,53,2.9,7.6,2.0,70
1,2,Sokratis Papastathopoulos,Arsenal,Defender,1696,2,0,0,4,25,0,6,0,36.8,57,3.0,11.4,0.5,50
2,3,David Luiz Moreira Marinho,Arsenal,Defender,2809,2,1,0,8,42,0,5,2,106.7,94,2.8,17.1,2.6,55
3,4,Pierre-Emerick Aubameyang,Arsenal,Midfielder,3136,22,5,0,10,44,0,3,1,479.6,205,5.7,17.1,42.1,120
4,5,Cédric Soares,Arsenal,Defender,1553,1,1,0,4,20,0,1,0,218.9,61,2.9,12.2,0.6,50
5,6,Alexandre Lacazette,Arsenal,Forward,1867,10,7,0,5,25,0,8,0,337.7,118,3.9,13.9,2.7,85
6,7,Shkodran Mustafi,Arsenal,Defender,1205,0,2,0,4,17,0,2,0,45.5,43,2.9,8.6,0.0,50
7,8,Bernd Leno,Arsenal,Goalkeeper,2649,0,0,113,7,39,1,2,0,0.0,114,3.8,22.8,6.1,50
8,9,Granit Xhaka,Arsenal,Midfielder,2586,1,2,0,10,31,0,10,0,298.5,73,2.4,13.3,0.6,55
9,10,Pablo Marí,Arsenal,Defender,113,0,0,0,1,0,0,0,0,1.7,8,4.0,1.8,0.0,45
10,11,Héctor Bellerín,Arsenal,Defender,1156,1,0,0,4,18,0,2,0,76.9,44,2.9,8.8,3.1,50
11,12,Emiliano Martínez,Arsenal,Goalkeeper,770,0,0,34,3,9,0,2,0,0.0,33,3.7,7.3,7.0,45
12,13,Calum Chambers,Arsenal,Defender,1102,1,1,0,3,15,0,5,0,113.5,42,3.0,9.3,0.0,45
13,14,Sead Kolasinac,Arsenal,Defender,1694,0,2,0,4,26,0,4,0,182.5,55,2.1,11.0,0.3,50
14,15,Ainsley Maitland-Niles,Arsenal,Defender,1382,0,2,0,3,22,0,4,1,182.0,41,2.0,8.2,1.6,50
15,16,Rob Holding,Arsenal,Defender,580,0,0,0,1,9,0,1,0,4.8,16,2.0,3.6,0.7,45
16,17,Kieran Tierney,Arsenal,Defender,986,1,2,0,2,16,0,2,0,121.1,42,2.8,7.6,10.7,55
17,18,Nicolas Pépé,Arsenal,Midfielder,2004,5,6,0,5,30,0,4,0,639.4,106,3.4,13.2,2.4,80
18,19,Lucas Torreira,Arsenal,Midfielder,1501,1,1,0,3,23,0,7,0,207.1,46,1.6,9.2,0.3,50
19,20,Joseph Willock,Arsenal,Midfielder,838,1,1,0,1,16,0,2,0,165.9,41,1.4,8.2,0.2,50
20,21,Reiss Nelson,Arsenal,Midfielder,622,1,1,0,2,7,0,1,0,148.3,30,1.8,5.5,0.1,55
21,22,Edward Nketiah,Arsenal,Forward,628,2,0,0,3,9,0,0,1,67.0,25,1.9,4.2,1.7,60
22,23,Emile Smith Rowe,Arsenal,Midfielder,96,0,0,0,1,0,0,0,0,6.3,4,2.0,0.9,0.6,45
23,24,Bukayo Saka,Arsenal,Midfielder,1746,1,6,0,7,18,0,6,0,322.5,71,2.7,12.9,9.0,55
24,25,Matteo Guendouzi,Arsenal,Midfielder,1744,0,2,0,3,31,0,6,0,235.1,48,2.0,9.6,0.2,50
25,26,Gabriel Teodoro Martinelli Silva,Arsenal,Midfielder,656,3,1,0,2,9,0,1,0,36.6,39,2.8,7.8,0.1,50
26,27,William Saliba,Arsenal,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,4.3,45
27,478,Willian Borges Da Silva,Arsenal,Midfielder,2595,9,9,0,10,35,0,4,0,1177.7,168,4.7,21.0,8.6,80
28,494,Gabriel Magalhães,Arsenal,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,50
29,501,Daniel Ceballos Fernández,Arsenal,Midfielder,1687,0,2,0,7,21,0,1,0,439.9,57,2.4,11.4,0.2,50
30,28,Tom Heaton,Aston Villa,Goalkeeper,1794,0,0,67,4,35,0,0,0,0.3,59,3.0,13.1,0.1,45
31,29,Ahmed El Mohamady,Aston Villa,Defender,1024,1,1,0,2,28,0,1,0,324.1,39,2.2,8.7,0.6,45
32,30,Henri Lansbury,Aston Villa,Midfielder,190,0,0,0,0,6,0,0,0,27.2,12,1.2,2.7,0.3,45
33,31,Neil Taylor,Aston Villa,Defender,1088,0,0,0,2,25,0,2,0,79.7,22,1.6,4.9,0.5,45
34,32,Jed Steer,Aston Villa,Goalkeeper,7,0,0,0,0,0,0,0,0,0.0,1,1.0,0.2,4.0,40
35,33,Conor Hourihane,Aston Villa,Midfielder,1526,3,5,0,6,29,0,4,0,551.8,83,3.1,13.8,0.1,60
36,34,José Ignacio Peleteiro Romallo,Aston Villa,Midfielder,329,0,1,0,2,5,0,0,0,56.9,17,1.7,2.8,0.1,60
37,35,Ørjan Nyland,Aston Villa,Goalkeeper,537,0,0,15,1,12,0,0,0,0.0,15,2.1,3.8,18.6,40
38,36,Bjorn Engels,Aston Villa,Defender,1446,1,0,0,3,32,0,1,0,31.9,42,2.5,9.3,0.3,45
39,37,Jack Grealish,Aston Villa,Midfielder,3233,8,7,0,7,63,0,8,0,1209.2,149,4.1,21.3,12.0,70
40,38,John McGinn,Aston Villa,Midfielder,2312,3,3,0,6,41,0,3,0,503.3,84,3.0,15.3,0.7,55
41,39,Kortney Hause,Aston Villa,Defender,1544,1,0,0,2,34,0,3,0,33.0,34,1.9,7.6,0.1,45
42,40,Mahmoud Ahmed Ibrahim Hassan,Aston Villa,Midfielder,1936,6,2,0,6,29,0,2,1,303.7,98,2.9,17.8,1.6,55
43,41,Tyrone Mings,Aston Villa,Defender,2902,2,2,0,6,53,0,7,0,87.3,90,2.7,18.0,1.5,50
44,42,Matt Targett,Aston Villa,Defender,2291,1,3,0,5,40,0,4,0,432.9,80,2.9,17.8,1.3,45
45,43,James Bree,Aston Villa,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.1,45
46,44,Marvelous Nakamba,Aston Villa,Midfielder,1826,0,0,0,1,37,0,5,0,162.9,43,1.5,9.6,0.7,45
47,45,Anwar El Ghazi,Aston Villa,Midfielder,2046,4,5,0,5,48,0,3,0,482.2,93,2.7,15.5,0.2,60
48,46,Ezri Konsa Ngoyo,Aston Villa,Defender,2038,1,2,0,5,39,0,3,0,151.8,65,2.6,14.4,0.3,45
49,47,Frédéric Guilbert,Aston Villa,Defender,2038,0,2,0,6,36,0,7,0,241.5,62,2.5,13.8,0.2,45
50,48,Wesley Moraes,Aston Villa,Forward,1782,5,1,0,6,31,0,3,0,169.8,67,3.2,11.2,0.0,60
51,49,Mbwana Samatta,Aston Villa,Forward,940,1,0,0,4,18,0,1,0,131.5,29,2.1,4.8,0.2,60
52,50,Keinan Davis,Aston Villa,Forward,534,0,1,0,1,7,0,0,0,71.7,25,1.4,5.6,14.8,45
53,51,Indiana Vassilev,Aston Villa,Forward,47,0,0,0,0,1,0,0,0,1.6,4,1.0,0.9,1.3,45
54,52,Douglas Luiz Soares de Paulo,Aston Villa,Midfielder,2604,3,2,0,8,51,0,8,0,293.2,90,2.5,18.0,0.5,50
55,496,Matthew Cash,Aston Villa,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.3,50
56,53,Glenn Murray,Brighton,Forward,785,1,1,0,2,10,0,0,0,57.1,36,1.6,7.2,1.1,50
57,54,Adam Lallana,Brighton,Midfielder,371,1,1,0,1,5,0,1,0,68.8,27,1.8,4.2,1.8,65
58,55,Dale Stephens,Brighton,Midfielder,2525,0,1,0,6,42,0,8,0,292.8,63,1.9,14.0,15.1,45
59,57,Pascal Groß,Brighton,Midfielder,1791,2,5,0,3,32,0,4,0,908.5,76,2.6,12.7,0.2,60
60,58,Shane Duffy,Brighton,Defender,1232,1,0,0,3,18,0,2,0,29.8,44,2.3,9.8,0.6,45
61,59,Davy Pröpper,Brighton,Midfielder,2826,1,2,0,6,46,0,4,0,434.1,78,2.2,15.6,0.1,50
62,60,Aaron Mooy,Brighton,Midfielder,2079,2,2,0,6,33,0,1,1,614.9,80,2.6,16.0,0.1,50
63,61,Dan Burn,Brighton,Defender,2879,0,0,0,9,42,0,5,0,311.9,86,2.5,19.1,1.0,45
64,62,Lewis Dunk,Brighton,Defender,3230,3,3,0,9,50,0,9,0,171.8,128,3.6,25.6,10.4,50
65,63,Martín Montoya,Brighton,Defender,1892,0,1,0,6,32,0,5,0,338.0,62,2.3,13.8,0.1,45
66,64,Florin Andone,Brighton,Forward,71,1,0,0,0,2,0,0,1,11.3,5,1.7,1.0,0.4,50
67,65,Solomon March,Brighton,Midfielder,1139,0,1,0,4,15,0,2,0,239.6,38,2.0,7.6,0.1,50
68,66,Adam Webster,Brighton,Defender,2668,3,1,0,5,44,0,4,0,153.2,88,2.8,19.6,3.3,45
69,67,Joël Veltman,Brighton,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.4,45
70,68,Neal Maupay,Brighton,Forward,2763,10,3,0,8,36,0,3,0,369.2,131,3.5,20.2,2.3,65
71,69,Leandro Trossard,Brighton,Midfielder,2004,5,5,0,4,34,0,0,0,585.4,104,3.4,17.3,0.5,60
72,70,Mathew Ryan,Brighton,Goalkeeper,3420,0,0,117,9,54,0,0,0,0.0,135,3.6,30.0,21.4,45
73,71,Alireza Jahanbakhsh,Brighton,Midfielder,305,2,1,0,1,4,0,0,0,62.5,28,2.8,5.1,0.1,55
74,72,José Izquierdo,Brighton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,55
75,73,Matthew Clarke,Brighton,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,45
76,74,Ben White,Brighton,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,2.4,45
77,75,Bernardo Fernandes da Silva Junior,Brighton,Defender,675,0,0,0,1,17,0,1,0,72.6,21,1.5,5.2,12.8,40
78,76,Yves Bissouma,Brighton,Midfielder,1253,1,0,0,4,18,0,4,0,110.6,39,1.8,8.7,2.4,45
79,77,Tariq Lamptey,Brighton,Defender,619,0,1,0,3,8,0,2,0,82.1,26,2.9,5.8,2.4,45
80,78,Aaron Connolly,Brighton,Forward,1250,3,3,0,5,22,0,0,0,91.4,61,2.5,11.1,0.6,55
81,79,Steven Alzate,Brighton,Midfielder,1181,0,0,0,3,18,0,1,0,214.1,33,1.7,7.3,0.4,45
82,80,Alexis Mac Allister,Brighton,Midfielder,348,0,0,0,0,6,0,0,0,73.8,12,1.3,2.2,0.1,55
83,503,Christian Walton,Brighton,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.1,40
84,81,James Tarkowski,Burnley,Defender,3420,2,3,0,15,50,0,10,0,167.1,143,3.8,26.0,7.2,55
85,82,Phil Bardsley,Burnley,Defender,1890,0,2,0,9,19,0,6,0,164.0,78,3.7,17.3,0.8,45
86,83,Erik Pieters,Burnley,Defender,1876,0,5,0,6,35,0,2,0,273.8,77,3.2,17.1,2.3,45
87,84,Jack Cork,Burnley,Midfielder,2614,0,0,0,12,41,0,1,0,198.2,70,2.3,14.0,0.2,50
88,85,Kevin Long,Burnley,Defender,562,0,0,0,2,5,0,0,0,1.3,21,2.6,4.7,0.2,45
89,86,Jay Rodriguez,Burnley,Forward,2002,8,2,0,7,34,0,1,0,135.0,100,2.8,16.7,1.1,60
90,87,Ashley Barnes,Burnley,Forward,1350,6,0,0,8,21,0,4,0,85.1,61,3.2,10.2,0.6,60
91,88,Ben Mee,Burnley,Defender,2880,1,2,0,13,45,0,7,0,105.8,110,3.4,22.0,2.1,50
92,89,Ashley Westwood,Burnley,Midfielder,3150,2,7,0,15,39,0,9,0,814.2,118,3.4,21.5,1.4,55
93,90,Johann Berg Gudmundsson,Burnley,Midfielder,617,1,1,0,3,7,0,0,0,215.4,30,2.5,5.5,0.3,55
94,91,Chris Wood,Burnley,Forward,2436,14,1,0,11,33,0,1,0,299.6,136,4.2,20.9,3.5,65
95,92,Matthew Lowton,Burnley,Defender,1530,0,1,0,6,31,0,2,0,181.7,48,2.8,10.7,0.2,45
96,93,Matej Vydra,Burnley,Forward,807,2,1,0,5,7,0,0,0,113.3,39,2.1,7.8,0.6,50
97,94,Ben Gibson,Burnley,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.3,40
98,95,Robbie Brady,Burnley,Midfielder,445,1,2,0,1,10,0,1,0,102.1,32,1.9,6.4,0.1,50
99,96,Nick Pope,Burnley,Goalkeeper,3420,0,0,120,15,50,1,1,0,30.3,170,4.5,30.9,22.0,55
100,97,Charlie Taylor,Burnley,Defender,1944,0,1,0,10,18,0,3,0,243.0,84,3.5,18.7,6.7,45
101,98,Josh Brownhill,Burnley,Midfielder,805,0,0,0,4,10,0,2,0,58.5,21,2.1,4.2,0.1,50
102,99,Bailey Peacock-Farrell,Burnley,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.6,40
103,100,Dwight McNeil,Burnley,Midfielder,3339,2,7,0,16,48,0,5,0,931.4,123,3.2,20.5,1.2,60
104,101,Willy Caballero,Chelsea,Goalkeeper,450,0,0,10,1,7,0,0,0,0.0,13,2.6,2.6,0.4,50
105,102,César Azpilicueta,Chelsea,Defender,3229,2,6,0,8,53,0,1,0,708.7,130,3.6,21.7,8.0,60
106,103,Olivier Giroud,Chelsea,Forward,988,8,1,0,6,16,0,1,0,144.8,68,3.8,9.7,1.6,70
107,104,Marcos Alonso,Chelsea,Defender,1429,4,4,0,7,18,0,4,0,413.4,100,5.6,16.7,3.9,60
108,105,Jorge Luiz Frello Filho,Chelsea,Midfielder,2376,4,3,0,6,40,0,10,0,422.4,92,3.0,18.4,1.8,50
109,106,Ross Barkley,Chelsea,Midfielder,1095,1,5,0,5,14,0,0,0,344.3,61,2.9,10.2,0.3,60
110,107,Mateo Kovacic,Chelsea,Midfielder,2065,1,3,0,4,37,0,8,0,458.5,68,2.2,12.4,0.2,55
111,108,Michy Batshuayi,Chelsea,Forward,224,1,2,0,0,8,0,0,0,42.9,28,1.8,4.7,0.4,60
112,109,Antonio Rüdiger,Chelsea,Defender,1710,2,0,0,5,24,0,3,0,93.3,63,3.1,12.6,1.8,50
113,110,Kurt Zouma,Chelsea,Defender,2343,0,0,0,7,37,0,6,0,40.1,62,2.2,12.4,0.9,50
114,111,Emerson Palmieri dos Santos,Chelsea,Defender,1022,0,0,0,1,21,0,3,0,298.7,19,1.3,3.8,0.2,50
115,112,Kepa Arrizabalaga,Chelsea,Goalkeeper,2970,0,0,55,8,47,0,0,0,0.0,90,2.7,18.0,2.1,50
116,113,N'Golo Kanté,Chelsea,Midfielder,1730,3,0,0,3,25,0,4,0,424.5,57,2.6,11.4,3.7,50
117,114,Hakim Ziyech,Chelsea,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,14.0,80
118,115,Ruben Loftus-Cheek,Chelsea,Midfielder,203,0,1,0,1,3,0,0,0,30.2,12,1.7,2.0,0.2,60
119,116,Andreas Christensen,Chelsea,Defender,1751,0,0,0,3,33,0,5,0,70.9,34,1.6,6.8,0.3,50
120,117,Timo Werner,Chelsea,Forward,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,45.7,95
121,118,Tammy Abraham,Chelsea,Forward,2206,15,6,0,7,34,0,2,0,283.2,153,4.5,20.4,6.8,75
122,119,Christian Pulisic,Chelsea,Midfielder,1717,9,8,0,6,28,0,0,0,426.0,127,5.1,14.9,4.6,85
123,120,Mason Mount,Chelsea,Midfielder,2865,7,6,0,9,44,0,3,0,814.0,137,3.7,19.6,11.0,70
124,121,Fikayo Tomori,Chelsea,Defender,1291,1,0,0,4,18,0,3,0,68.6,48,3.2,9.6,0.5,50
125,122,Callum Hudson-Odoi,Chelsea,Midfielder,849,1,5,0,2,14,0,1,0,341.4,53,2.4,8.8,0.5,60
126,123,Reece James,Chelsea,Defender,1510,0,2,0,5,23,0,1,0,428.8,61,2.5,12.2,3.9,50
127,124,Billy Gilmour,Chelsea,Midfielder,191,0,0,0,1,3,0,0,0,55.3,9,1.5,2.0,0.3,45
128,232,Benjamin Chilwell,Chelsea,Defender,2374,3,3,0,9,26,0,3,0,545.4,114,4.2,20.7,3.0,55
129,490,Thiago Thiago,Chelsea,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,5.3,55
130,500,Kai Havertz,Chelsea,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.4,85
131,125,Gary Cahill,Crystal Palace,Defender,2167,0,1,0,7,35,0,1,0,40.0,70,2.8,15.6,0.1,45
132,126,Wayne Hennessey,Crystal Palace,Goalkeeper,270,0,0,16,0,8,0,0,0,0.0,7,2.3,1.6,0.8,45
133,127,Mamadou Sakho,Crystal Palace,Defender,929,0,0,0,0,21,0,1,1,15.9,11,0.8,2.4,0.0,45
134,128,Vicente Guaita,Crystal Palace,Goalkeeper,3150,0,0,111,10,42,0,1,0,0.0,137,3.9,27.4,1.5,50
135,129,James Tomkins,Crystal Palace,Defender,1582,1,1,0,3,23,0,5,0,27.7,48,2.7,10.7,0.0,45
136,130,James McArthur,Crystal Palace,Midfielder,3091,0,4,0,11,38,0,6,0,486.6,92,2.5,16.7,0.2,55
137,131,James McCarthy,Crystal Palace,Midfielder,1668,0,0,0,2,29,0,9,0,268.3,41,1.2,9.1,2.2,45
138,132,Christian Benteke,Crystal Palace,Forward,1252,2,1,0,5,18,0,4,1,248.3,42,1.8,7.6,0.9,55
139,133,Cheikhou Kouyaté,Crystal Palace,Midfielder,2524,1,2,0,10,36,0,4,0,162.3,85,2.4,17.0,0.2,50
140,134,Joel Ward,Crystal Palace,Defender,2380,0,1,0,7,36,0,4,0,117.0,77,2.7,17.1,1.7,45
